,City,Country,ForecastTime,Outlook,Temperature,Clouds,Rain,Snow,WindSpeed,DateInformation
515,Munich,DE,2022-06-19 21:00:00,few clouds,23.04,13,0,0,3.77,15/06/2022 12:09:46
516,Munich,DE,2022-06-20 00:00:00,light rain,18.72,55,1.63,0,4.66,15/06/2022 12:09:46
517,Munich,DE,2022-06-20 03:00:00,light rain,17.25,100,2.45,0,3.02,15/06/2022 12:09:46
518,Munich,DE,2022-06-20 06:00:00,broken clouds,18.9,77,0,0,4.09,15/06/2022 12:09:46
519,Munich,DE,2022-06-20 09:00:00,light rain,20.47,89,0.19,0,6.49,15/06/2022 12:09:46
520,Münster,DE,2022-06-15 12:00:00,few clouds,23.16,16,0,0,2.01,15/06/2022 12:09:46
521,Münster,DE,2022-06-15 15:00:00,scattered clouds,23.92,27,0,0,1.99,15/06/2022 12:09:46
522,Münster,DE,2022-06-15 18:00:00,scattered clouds,21.13,32,0,0,4.25,15/06/2022 12:09:46
523,Münster,DE,2022-06-15 21:00:00,few clouds,14.83,18,0,0,4.18,15/06/2022 12:09:46
524,Münster,DE,2022-06-16 00:00:00,broken clouds,12.79,56,0,0,2.45,15/06/2022 12:09:46
525,Münster,DE,2022-06-16 03:00:00,overcast clouds,11.17,94,0,0,2.67,15/06/2022 12:09:46
526,Münster,DE,2022-06-16 06:00:00,broken clouds,14.62,79,0,0,3.25,15/06/2022 12:09:46
527,Münster,DE,2022-06-16 09:00:00,clear sky,19.09,7,0,0,3.51,15/06/2022 12:09:46
528,Münster,DE,2022-06-16 12:00:00,clear sky,21.89,4,0,0,3.84,15/06/2022 12:09:46
529,Münster,DE,2022-06-16 15:00:00,clear sky,22.54,3,0,0,3.93,15/06/2022 12:09:46
530,Münster,DE,2022-06-16 18:00:00,scattered clouds,20.09,38,0,0,3.0,15/06/2022 12:09:46
531,Münster,DE,2022-06-16 21:00:00,broken clouds,15.0,56,0,0,2.31,15/06/2022 12:09:46
532,Münster,DE,2022-06-17 00:00:00,broken clouds,13.67,76,0,0,2.19,15/06/2022 12:09:46
533,Münster,DE,2022-06-17 03:00:00,overcast clouds,13.52,100,0,0,1.85,15/06/2022 12:09:46
534,Münster,DE,2022-06-17 06:00:00,overcast clouds,17.24,99,0,0,2.17,15/06/2022 12:09:46
535,Münster,DE,2022-06-17 09:00:00,overcast clouds,21.87,99,0,0,2.17,15/06/2022 12:09:46
536,Münster,DE,2022-06-17 12:00:00,overcast clouds,23.18,99,0,0,1.96,15/06/2022 12:09:46
537,Münster,DE,2022-06-17 15:00:00,overcast clouds,26.67,99,0,0,2.49,15/06/2022 12:09:46
538,Münster,DE,2022-06-17 18:00:00,overcast clouds,25.02,99,0,0,0.8,15/06/2022 12:09:46
539,Münster,DE,2022-06-17 21:00:00,overcast clouds,19.72,89,0,0,3.41,15/06/2022 12:09:46
540,Münster,DE,2022-06-18 00:00:00,overcast clouds,19.02,94,0,0,3.53,15/06/2022 12:09:46
541,Münster,DE,2022-06-18 03:00:00,scattered clouds,18.06,43,0,0,3.6,15/06/2022 12:09:46
542,Münster,DE,2022-06-18 06:00:00,few clouds,21.78,23,0,0,4.53,15/06/2022 12:09:46
543,Münster,DE,2022-06-18 09:00:00,few clouds,27.1,15,0,0,4.8,15/06/2022 12:09:46
544,Münster,DE,2022-06-18 12:00:00,few clouds,30.18,14,0,0,4.41,15/06/2022 12:09:46
545,Münster,DE,2022-06-18 15:00:00,clear sky,31.11,4,0,0,3.51,15/06/2022 12:09:46
546,Münster,DE,2022-06-18 18:00:00,clear sky,29.0,4,0,0,2.24,15/06/2022 12:09:46
547,Münster,DE,2022-06-18 21:00:00,light rain,19.92,53,0.54,0,6.51,15/06/2022 12:09:46
548,Münster,DE,2022-06-19 00:00:00,light rain,16.87,53,2.02,0,4.24,15/06/2022 12:09:46
549,Münster,DE,2022-06-19 03:00:00,broken clouds,15.71,58,0,0,3.77,15/06/2022 12:09:46
550,Münster,DE,2022-06-19 06:00:00,broken clouds,15.31,77,0,0,5.29,15/06/2022 12:09:46
551,Münster,DE,2022-06-19 09:00:00,overcast clouds,17.85,98,0,0,4.38,15/06/2022 12:09:46
552,Münster,DE,2022-06-19 12:00:00,overcast clouds,22.29,97,0,0,4.39,15/06/2022 12:09:46
553,Münster,DE,2022-06-19 15:00:00,overcast clouds,18.97,93,0,0,7.01,15/06/2022 12:09:46
554,Münster,DE,2022-06-19 18:00:00,light rain,15.6,87,1.12,0,4.87,15/06/2022 12:09:46
555,Münster,DE,2022-06-19 21:00:00,light rain,12.82,100,0.74,0,4.04,15/06/2022 12:09:46
556,Münster,DE,2022-06-20 00:00:00,light rain,12.11,100,0.13,0,2.7,15/06/2022 12:09:46
557,Münster,DE,2022-06-20 03:00:00,overcast clouds,11.44,100,0,0,3.89,15/06/2022 12:09:46
558,Münster,DE,2022-06-20 06:00:00,light rain,10.79,100,2.27,0,3.16,15/06/2022 12:09:46
559,Münster,DE,2022-06-20 09:00:00,light rain,15.23,82,0.31,0,6.13,15/06/2022 12:09:46
560,Nuremberg,DE,2022-06-15 12:00:00,clear sky,26.79,2,0,0,1.76,15/06/2022 12:09:46
561,Nuremberg,DE,2022-06-15 15:00:00,few clouds,27.7,17,0,0,2.35,15/06/2022 12:09:46
562,Nuremberg,DE,2022-06-15 18:00:00,few clouds,23.89,16,0,0,2.2,15/06/2022 12:09:46
563,Nuremberg,DE,2022-06-15 21:00:00,clear sky,17.92,0,0,0,0.33,15/06/2022 12:09:46
564,Nuremberg,DE,2022-06-16 00:00:00,clear sky,16.63,2,0,0,0.9,15/06/2022 12:09:46
565,Nuremberg,DE,2022-06-16 03:00:00,broken clouds,15.89,66,0,0,1.15,15/06/2022 12:09:46
566,Nuremberg,DE,2022-06-16 06:00:00,broken clouds,19.67,69,0,0,0.64,15/06/2022 12:09:46
567,Nuremberg,DE,2022-06-16 09:00:00,broken clouds,23.82,60,0,0,3.32,15/06/2022 12:09:46
568,Nuremberg,DE,2022-06-16 12:00:00,scattered clouds,26.72,50,0,0,4.85,15/06/2022 12:09:46
569,Nuremberg,DE,2022-06-16 15:00:00,scattered clouds,25.53,33,0,0,5.4,15/06/2022 12:09:46
570,Nuremberg,DE,2022-06-16 18:00:00,scattered clouds,22.37,28,0,0,3.55,15/06/2022 12:09:46
571,Nuremberg,DE,2022-06-16 21:00:00,scattered clouds,16.18,31,0,0,2.05,15/06/2022 12:09:46
572,Nuremberg,DE,2022-06-17 00:00:00,scattered clouds,13.94,47,0,0,1.2,15/06/2022 12:09:46
573,Nuremberg,DE,2022-06-17 03:00:00,overcast clouds,13.13,90,0,0,1.28,15/06/2022 12:09:46
574,Nuremberg,DE,2022-06-17 06:00:00,overcast clouds,15.64,95,0,0,1.49,15/06/2022 12:09:46
575,Nuremberg,DE,2022-06-17 09:00:00,overcast clouds,21.49,100,0,0,1.91,15/06/2022 12:09:46
576,Nuremberg,DE,2022-06-17 12:00:00,overcast clouds,25.02,98,0,0,2.25,15/06/2022 12:09:46
577,Nuremberg,DE,2022-06-17 15:00:00,overcast clouds,25.0,100,0,0,2.68,15/06/2022 12:09:46
578,Nuremberg,DE,2022-06-17 18:00:00,overcast clouds,21.4,100,0,0,2.57,15/06/2022 12:09:46
579,Nuremberg,DE,2022-06-17 21:00:00,broken clouds,16.8,84,0,0,0.22,15/06/2022 12:09:46
580,Nuremberg,DE,2022-06-18 00:00:00,broken clouds,15.61,79,0,0,1.33,15/06/2022 12:09:46
581,Nuremberg,DE,2022-06-18 03:00:00,scattered clouds,14.5,47,0,0,1.53,15/06/2022 12:09:46
582,Nuremberg,DE,2022-06-18 06:00:00,scattered clouds,19.72,44,0,0,1.75,15/06/2022 12:09:46
583,Nuremberg,DE,2022-06-18 09:00:00,few clouds,26.88,21,0,0,1.71,15/06/2022 12:09:46
584,Nuremberg,DE,2022-06-18 12:00:00,few clouds,30.59,16,0,0,2.26,15/06/2022 12:09:46
585,Nuremberg,DE,2022-06-18 15:00:00,clear sky,30.8,0,0,0,2.56,15/06/2022 12:09:46
586,Nuremberg,DE,2022-06-18 18:00:00,clear sky,26.98,0,0,0,0.66,15/06/2022 12:09:46
587,Nuremberg,DE,2022-06-18 21:00:00,clear sky,21.22,0,0,0,2.28,15/06/2022 12:09:46
588,Nuremberg,DE,2022-06-19 00:00:00,clear sky,18.72,0,0,0,2.18,15/06/2022 12:09:46
589,Nuremberg,DE,2022-06-19 03:00:00,clear sky,16.97,0,0,0,2.46,15/06/2022 12:09:46
590,Nuremberg,DE,2022-06-19 06:00:00,clear sky,21.71,0,0,0,4.32,15/06/2022 12:09:46
591,Nuremberg,DE,2022-06-19 09:00:00,clear sky,28.21,0,0,0,2.44,15/06/2022 12:09:46
592,Nuremberg,DE,2022-06-19 12:00:00,clear sky,32.3,0,0,0,5.2,15/06/2022 12:09:46
593,Nuremberg,DE,2022-06-19 15:00:00,clear sky,32.83,0,0,0,4.64,15/06/2022 12:09:46
594,Nuremberg,DE,2022-06-19 18:00:00,clear sky,29.23,0,0,0,1.95,15/06/2022 12:09:46
595,Nuremberg,DE,2022-06-19 21:00:00,clear sky,23.52,0,0,0,2.85,15/06/2022 12:09:46
596,Nuremberg,DE,2022-06-20 00:00:00,light rain,20.2,40,0.75,0,8.11,15/06/2022 12:09:46
597,Nuremberg,DE,2022-06-20 03:00:00,light rain,16.91,69,1.48,0,3.97,15/06/2022 12:09:46
598,Nuremberg,DE,2022-06-20 06:00:00,light rain,18.04,59,0.29,0,5.16,15/06/2022 12:09:46
599,Nuremberg,DE,2022-06-20 09:00:00,light rain,20.77,49,0.42,0,8.4,15/06/2022 12:09:46
600,Stuttgart,DE,2022-06-15 12:00:00,clear sky,27.03,6,0,0,1.17,15/06/2022 12:09:46
601,Stuttgart,DE,2022-06-15 15:00:00,clear sky,28.03,3,0,0,2.3,15/06/2022 12:09:46
602,Stuttgart,DE,2022-06-15 18:00:00,clear sky,25.2,2,0,0,1.12,15/06/2022 12:09:46
603,Stuttgart,DE,2022-06-15 21:00:00,clear sky,19.91,0,0,0,1.59,15/06/2022 12:09:46
604,Stuttgart,DE,2022-06-16 00:00:00,clear sky,17.94,1,0,0,1.71,15/06/2022 12:09:46
605,Stuttgart,DE,2022-06-16 03:00:00,few clouds,16.64,18,0,0,1.59,15/06/2022 12:09:46
606,Stuttgart,DE,2022-06-16 06:00:00,scattered clouds,20.65,31,0,0,0.99,15/06/2022 12:09:46
607,Stuttgart,DE,2022-06-16 09:00:00,few clouds,24.89,13,0,0,3.99,15/06/2022 12:09:46
608,Stuttgart,DE,2022-06-16 12:00:00,few clouds,27.06,13,0,0,4.11,15/06/2022 12:09:46
609,Stuttgart,DE,2022-06-16 15:00:00,few clouds,27.99,15,0,0,3.88,15/06/2022 12:09:46
610,Stuttgart,DE,2022-06-16 18:00:00,scattered clouds,24.0,39,0,0,2.48,15/06/2022 12:09:46
611,Stuttgart,DE,2022-06-16 21:00:00,broken clouds,18.51,58,0,0,0.76,15/06/2022 12:09:46
612,Stuttgart,DE,2022-06-17 00:00:00,broken clouds,15.81,67,0,0,0.73,15/06/2022 12:09:46
613,Stuttgart,DE,2022-06-17 03:00:00,overcast clouds,14.74,100,0,0,0.31,15/06/2022 12:09:46
614,Stuttgart,DE,2022-06-17 06:00:00,overcast clouds,17.86,100,0,0,0.23,15/06/2022 12:09:46
615,Stuttgart,DE,2022-06-17 09:00:00,overcast clouds,23.44,100,0,0,1.66,15/06/2022 12:09:46
616,Stuttgart,DE,2022-06-17 12:00:00,overcast clouds,26.94,99,0,0,1.44,15/06/2022 12:09:46
617,Stuttgart,DE,2022-06-17 15:00:00,overcast clouds,26.81,100,0,0,1.54,15/06/2022 12:09:46
618,Stuttgart,DE,2022-06-17 18:00:00,overcast clouds,24.18,100,0,0,1.57,15/06/2022 12:09:46
619,Stuttgart,DE,2022-06-17 21:00:00,overcast clouds,18.92,100,0,0,1.4,15/06/2022 12:09:46
620,Stuttgart,DE,2022-06-18 00:00:00,overcast clouds,17.1,93,0,0,1.6,15/06/2022 12:09:46
621,Stuttgart,DE,2022-06-18 03:00:00,scattered clouds,16.06,50,0,0,1.62,15/06/2022 12:09:46
622,Stuttgart,DE,2022-06-18 06:00:00,scattered clouds,20.77,33,0,0,1.58,15/06/2022 12:09:46
623,Stuttgart,DE,2022-06-18 09:00:00,few clouds,27.96,17,0,0,1.53,15/06/2022 12:09:46
624,Stuttgart,DE,2022-06-18 12:00:00,few clouds,31.6,11,0,0,2.08,15/06/2022 12:09:46
625,Stuttgart,DE,2022-06-18 15:00:00,clear sky,32.11,0,0,0,2.48,15/06/2022 12:09:46
626,Stuttgart,DE,2022-06-18 18:00:00,clear sky,27.81,0,0,0,2.62,15/06/2022 12:09:46
627,Stuttgart,DE,2022-06-18 21:00:00,clear sky,21.56,0,0,0,1.8,15/06/2022 12:09:46
628,Stuttgart,DE,2022-06-19 00:00:00,clear sky,18.94,0,0,0,1.58,15/06/2022 12:09:46
629,Stuttgart,DE,2022-06-19 03:00:00,clear sky,17.06,0,0,0,1.8,15/06/2022 12:09:46
630,Stuttgart,DE,2022-06-19 06:00:00,clear sky,21.58,0,0,0,1.84,15/06/2022 12:09:46
631,Stuttgart,DE,2022-06-19 09:00:00,clear sky,30.06,0,0,0,2.77,15/06/2022 12:09:46
632,Stuttgart,DE,2022-06-19 12:00:00,clear sky,34.72,0,0,0,5.22,15/06/2022 12:09:46
633,Stuttgart,DE,2022-06-19 15:00:00,clear sky,34.26,0,0,0,5.01,15/06/2022 12:09:46
634,Stuttgart,DE,2022-06-19 18:00:00,clear sky,29.99,0,0,0,2.01,15/06/2022 12:09:46
635,Stuttgart,DE,2022-06-19 21:00:00,light rain,23.77,12,0.19,0,2.58,15/06/2022 12:09:46
636,Stuttgart,DE,2022-06-20 00:00:00,moderate rain,16.66,45,3.3,0,1.77,15/06/2022 12:09:46
637,Stuttgart,DE,2022-06-20 03:00:00,light rain,16.03,67,0.85,0,2.41,15/06/2022 12:09:46
638,Stuttgart,DE,2022-06-20 06:00:00,light rain,18.72,70,0.89,0,4.94,15/06/2022 12:09:46
639,Stuttgart,DE,2022-06-20 09:00:00,light rain,18.67,56,0.11,0,6.94,15/06/2022 12:09:46
